distribucion,numero_capas,clasificador,representacion,fold,clase,TP,TN,FP,FN,Accuracy,Sensitivity,Specificity,Precision,Score,soporte,origen
7-6-5-2,4,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8777045177045177,0.921875,200,nueva_4_capas
7-6-5-4,4,KNN,DeepONMF_H4,1,PROMEDIO_MACRO,166,766,34,34,0.932,0.8300000000000001,0.9575,0.8484150084150084,0.89375,200,nueva_4_capas
7-6-5-4,4,KNN,DeepONMF_H4,2,PROMEDIO_MACRO,160,760,40,40,0.92,0.8,0.95,0.8196309246309246,0.875,200,nueva_4_capas
7-6-5-4,4,KNN,DeepONMF_H4,3,PROMEDIO_MACRO,154,754,46,46,0.908,0.7699999999999999,0.9425,0.7877646068822539,0.85625,200,nueva_4_capas
7-6-5-4,4,KNN,DeepONMF_H4,4,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8530961046400096,0.890625,200,nueva_4_capas
7-6-5-4,4,KNN,DeepONMF_H4,5,PROMEDIO_MACRO,157,757,43,43,0.914,0.7849999999999999,0.94625,0.8299801199085021,0.865625,200,nueva_4_capas
7-6-5-4,4,KNN,DeepONMF_W,1,PROMEDIO_MACRO,131,731,69,69,0.8619999999999999,0.655,0.91375,0.6781560809173868,0.7843749999999999,200,nueva_4_capas
7-6-5-4,4,KNN,DeepONMF_W,2,PROMEDIO_MACRO,121,721,79,79,0.842,0.605,0.90125,0.6504960655748352,0.753125,200,nueva_4_capas
7-6-5-4,4,KNN,DeepONMF_W,3,PROMEDIO_MACRO,120,720,80,80,0.8400000000000001,0.6,0.9,0.6397699815712239,0.75,200,nueva_4_capas
7-6-5-4,4,KNN,DeepONMF_W,4,PROMEDIO_MACRO,122,722,78,78,0.844,0.6100000000000001,0.9025,0.6313851867964896,0.7562500000000001,200,nueva_4_capas
7-6-5-4,4,KNN,DeepONMF_W,5,PROMEDIO_MACRO,120,720,80,80,0.8399999999999999,0.6,0.9,0.6135179585284469,0.75,200,nueva_4_capas
7-6-5-4,4,SVM,DeepONMF_H4,1,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9063643429130316,0.9375,200,nueva_4_capas
7-6-5-4,4,SVM,DeepONMF_H4,2,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.89,0.9725,0.8915132970011019,0.93125,200,nueva_4_capas
7-6-5-4,4,SVM,DeepONMF_H4,3,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.96625,0.8668082368082368,0.915625,200,nueva_4_capas
7-6-5-4,4,SVM,DeepONMF_H4,4,PROMEDIO_MACRO,174,774,26,26,0.948,0.8699999999999999,0.9675,0.8714407971147381,0.91875,200,nueva_4_capas
7-6-5-4,4,SVM,DeepONMF_H4,5,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9320940170940172,0.95625,200,nueva_4_capas
7-6-5-4,4,SVM,DeepONMF_W,1,PROMEDIO_MACRO,149,749,51,51,0.898,0.7449999999999999,0.93625,0.7728817368892084,0.840625,200,nueva_4_capas
7-6-5-4,4,SVM,DeepONMF_W,2,PROMEDIO_MACRO,152,752,48,48,0.904,0.76,0.94,0.775936314325061,0.85,200,nueva_4_capas
7-6-5-4,4,SVM,DeepONMF_W,3,PROMEDIO_MACRO,139,739,61,61,0.8779999999999999,0.6950000000000001,0.92375,0.7039535280142335,0.8093750000000002,200,nueva_4_capas
7-6-5-4,4,SVM,DeepONMF_W,4,PROMEDIO_MACRO,147,747,53,53,0.8940000000000001,0.735,0.93375,0.7424262084606912,0.834375,200,nueva_4_capas
7-6-5-4,4,SVM,DeepONMF_W,5,PROMEDIO_MACRO,147,747,53,53,0.8940000000000001,0.7350000000000001,0.93375,0.7604289715886355,0.834375,200,nueva_4_capas
7-6-5-4,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9524871085846696,0.96875,200,nueva_4_capas
7-6-5-4,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8983130383178277,0.934375,200,nueva_4_capas
7-6-5-4,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9068667504714016,0.940625,200,nueva_4_capas
7-6-5-4,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9263053879758684,0.95,200,nueva_4_capas
7-6-5-4,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,188,788,12,12,0.976,0.9399999999999998,0.985,0.9417441860465116,0.9625,200,nueva_4_capas
7-6-5-4,4,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,167,767,33,33,0.934,0.835,0.95875,0.8368744722769492,0.896875,200,nueva_4_capas
7-6-5-4,4,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,180,780,20,20,0.96,0.9,0.975,0.9078422461243246,0.9375,200,nueva_4_capas
7-6-5-4,4,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,158,758,42,42,0.916,0.79,0.9475,0.7969996540390936,0.86875,200,nueva_4_capas
7-6-5-4,4,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,170,770,30,30,0.9399999999999998,0.85,0.9625,0.8498674526625782,0.90625,200,nueva_4_capas
7-6-5-4,4,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,172,772,28,28,0.944,0.86,0.965,0.867134113870956,0.9125,200,nueva_4_capas
8-5-4-3,4,KNN,DeepONMF_H4,1,PROMEDIO_MACRO,169,769,31,31,0.938,0.8450000000000001,0.96125,0.8606008445929001,0.903125,200,nueva_4_capas
8-5-4-3,4,KNN,DeepONMF_H4,2,PROMEDIO_MACRO,172,772,28,28,0.944,0.86,0.965,0.866993006993007,0.9125,200,nueva_4_capas
8-5-4-3,4,KNN,DeepONMF_H4,3,PROMEDIO_MACRO,167,767,33,33,0.934,0.835,0.95875,0.8355707450444292,0.896875,200,nueva_4_capas
8-5-4-3,4,KNN,DeepONMF_H4,4,PROMEDIO_MACRO,161,761,39,39,0.922,0.805,0.95125,0.8163653862901985,0.878125,200,nueva_4_capas
8-5-4-3,4,KNN,DeepONMF_H4,5,PROMEDIO_MACRO,164,764,36,36,0.928,0.82,0.955,0.8570182880844645,0.8875,200,nueva_4_capas
8-5-4-3,4,KNN,DeepONMF_W,1,PROMEDIO_MACRO,126,726,74,74,0.852,0.63,0.9075,0.6720528246515041,0.76875,200,nueva_4_capas
8-5-4-3,4,KNN,DeepONMF_W,2,PROMEDIO_MACRO,131,731,69,69,0.8620000000000001,0.655,0.91375,0.6933900149940705,0.784375,200,nueva_4_capas
8-5-4-3,4,KNN,DeepONMF_W,3,PROMEDIO_MACRO,142,742,58,58,0.884,0.71,0.9275,0.7258219647791204,0.81875,200,nueva_4_capas
8-5-4-3,4,KNN,DeepONMF_W,4,PROMEDIO_MACRO,125,725,75,75,0.85,0.625,0.90625,0.653582842724979,0.765625,200,nueva_4_capas
8-5-4-3,4,KNN,DeepONMF_W,5,PROMEDIO_MACRO,125,725,75,75,0.85,0.625,0.90625,0.6801120448179272,0.765625,200,nueva_4_capas
8-5-4-3,4,SVM,DeepONMF_H4,1,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.90685427851248,0.940625,200,nueva_4_capas
8-5-4-3,4,SVM,DeepONMF_H4,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8825698374746527,0.925,200,nueva_4_capas
8-5-4-3,4,SVM,DeepONMF_H4,3,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8742857142857142,0.921875,200,nueva_4_capas
8-5-4-3,4,SVM,DeepONMF_H4,4,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8847953216374268,0.928125,200,nueva_4_capas
8-5-4-3,4,SVM,DeepONMF_H4,5,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9201213667882632,0.946875,200,nueva_4_capas
8-5-4-3,4,SVM,DeepONMF_W,1,PROMEDIO_MACRO,152,752,48,48,0.904,0.76,0.94,0.7828318610025928,0.85,200,nueva_4_capas
8-5-4-3,4,SVM,DeepONMF_W,2,PROMEDIO_MACRO,153,753,47,47,0.906,0.7649999999999999,0.94125,0.7766300366300366,0.853125,200,nueva_4_capas
8-5-4-3,4,SVM,DeepONMF_W,3,PROMEDIO_MACRO,146,746,54,54,0.892,0.7300000000000001,0.9325,0.7378297686639295,0.83125,200,nueva_4_capas
8-5-4-3,4,SVM,DeepONMF_W,4,PROMEDIO_MACRO,154,754,46,46,0.908,0.77,0.9425,0.7727339230322027,0.85625,200,nueva_4_capas
8-5-4-3,4,SVM,DeepONMF_W,5,PROMEDIO_MACRO,151,751,49,49,0.902,0.7550000000000001,0.93875,0.7686888611931163,0.846875,200,nueva_4_capas
8-5-4-3,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.99125,0.9650853211828824,0.978125,200,nueva_4_capas
8-5-4-3,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8945291038314295,0.934375,200,nueva_4_capas
8-5-4-3,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.9712499999999998,0.8864618707895058,0.928125,200,nueva_4_capas
8-5-4-3,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9225070111993146,0.95,200,nueva_4_capas
8-5-4-3,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,193,793,7,7,0.986,0.965,0.9912500000000002,0.9661313390811556,0.978125,200,nueva_4_capas
8-5-4-3,4,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,167,767,33,33,0.934,0.835,0.95875,0.8447282347282347,0.896875,200,nueva_4_capas
8-5-4-3,4,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8787286769294779,0.921875,200,nueva_4_capas
8-5-4-3,4,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,164,764,36,36,0.928,0.82,0.9549999999999998,0.8353668552451513,0.8875,200,nueva_4_capas
8-5-4-3,4,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8807253307827196,0.925,200,nueva_4_capas
8-5-4-3,4,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,166,766,34,34,0.932,0.8300000000000001,0.9575,0.8333517140185537,0.89375,200,nueva_4_capas
8-6-5-3,4,KNN,DeepONMF_H4,1,PROMEDIO_MACRO,166,766,34,34,0.932,0.8300000000000001,0.9575,0.8342953187527519,0.89375,200,nueva_4_capas
8-6-5-3,4,KNN,DeepONMF_H4,2,PROMEDIO_MACRO,170,770,30,30,0.94,0.85,0.9625,0.8618892047463476,0.90625,200,nueva_4_capas
8-6-5-3,4,KNN,DeepONMF_H4,3,PROMEDIO_MACRO,166,766,34,34,0.9319999999999998,0.8300000000000001,0.9575,0.8428469184179214,0.89375,200,nueva_4_capas
8-6-5-3,4,KNN,DeepONMF_H4,4,PROMEDIO_MACRO,166,766,34,34,0.932,0.8300000000000001,0.9575,0.8430714040001966,0.89375,200,nueva_4_capas
8-6-5-3,4,KNN,DeepONMF_H4,5,PROMEDIO_MACRO,167,767,33,33,0.934,0.835,0.95875,0.856080300863393,0.896875,200,nueva_4_capas
8-6-5-3,4,KNN,DeepONMF_W,1,PROMEDIO_MACRO,138,738,62,62,0.876,0.6900000000000001,0.9225,0.7235211547711549,0.80625,200,nueva_4_capas
8-6-5-3,4,KNN,DeepONMF_W,2,PROMEDIO_MACRO,128,728,72,72,0.8559999999999999,0.64,0.91,0.6842152611659922,0.7750000000000001,200,nueva_4_capas
8-6-5-3,4,KNN,DeepONMF_W,3,PROMEDIO_MACRO,138,738,62,62,0.876,0.6900000000000001,0.9225,0.7206515364766596,0.80625,200,nueva_4_capas
8-6-5-3,4,KNN,DeepONMF_W,4,PROMEDIO_MACRO,134,734,66,66,0.868,0.6699999999999999,0.9175,0.69531131750946,0.79375,200,nueva_4_capas
8-6-5-3,4,KNN,DeepONMF_W,5,PROMEDIO_MACRO,139,739,61,61,0.8779999999999999,0.6950000000000001,0.9237499999999998,0.7460584795321638,0.809375,200,nueva_4_capas
8-6-5-3,4,SVM,DeepONMF_H4,1,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9147120708748616,0.946875,200,nueva_4_capas
8-6-5-3,4,SVM,DeepONMF_H4,2,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.884662096857219,0.928125,200,nueva_4_capas
8-6-5-3,4,SVM,DeepONMF_H4,3,PROMEDIO_MACRO,174,774,26,26,0.948,0.8699999999999999,0.9675,0.8688206218392065,0.91875,200,nueva_4_capas
8-6-5-3,4,SVM,DeepONMF_H4,4,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8954459319029281,0.934375,200,nueva_4_capas
8-6-5-3,4,SVM,DeepONMF_H4,5,PROMEDIO_MACRO,186,786,14,14,0.972,0.93,0.9825,0.9354008192683624,0.95625,200,nueva_4_capas
8-6-5-3,4,SVM,DeepONMF_W,1,PROMEDIO_MACRO,154,754,46,46,0.908,0.77,0.9425,0.7881607281607281,0.85625,200,nueva_4_capas
8-6-5-3,4,SVM,DeepONMF_W,2,PROMEDIO_MACRO,149,749,51,51,0.898,0.745,0.93625,0.7526666666666666,0.840625,200,nueva_4_capas
8-6-5-3,4,SVM,DeepONMF_W,3,PROMEDIO_MACRO,148,748,52,52,0.8959999999999999,0.74,0.935,0.7587210688332731,0.8375,200,nueva_4_capas
8-6-5-3,4,SVM,DeepONMF_W,4,PROMEDIO_MACRO,151,751,49,49,0.902,0.755,0.93875,0.7641665662373626,0.846875,200,nueva_4_capas
8-6-5-3,4,SVM,DeepONMF_W,5,PROMEDIO_MACRO,149,749,51,51,0.898,0.745,0.93625,0.7644811084672416,0.840625,200,nueva_4_capas
8-6-5-3,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9564281247208076,0.971875,200,nueva_4_capas
8-6-5-3,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.9070657797487064,0.940625,200,nueva_4_capas
8-6-5-3,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9198939891943744,0.95,200,nueva_4_capas
8-6-5-3,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,192,792,8,8,0.984,0.96,0.99,0.9612711586112188,0.975,200,nueva_4_capas
8-6-5-3,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,191,791,9,9,0.982,0.955,0.98875,0.9560801393728224,0.971875,200,nueva_4_capas
8-6-5-3,4,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,167,767,33,33,0.934,0.835,0.95875,0.8401654712011248,0.896875,200,nueva_4_capas
8-6-5-3,4,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,172,772,28,28,0.944,0.86,0.965,0.8750065229251168,0.9125000000000002,200,nueva_4_capas
8-6-5-3,4,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,173,773,27,27,0.946,0.8649999999999999,0.96625,0.8772153787519237,0.915625,200,nueva_4_capas
8-6-5-3,4,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8853504775070885,0.928125,200,nueva_4_capas
8-6-5-3,4,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,172,772,28,28,0.944,0.86,0.965,0.8666363689501988,0.9125,200,nueva_4_capas
8-7-4-3,4,KNN,DeepONMF_H4,1,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.96375,0.8679100266389244,0.909375,200,nueva_4_capas
8-7-4-3,4,KNN,DeepONMF_H4,2,PROMEDIO_MACRO,170,770,30,30,0.94,0.85,0.9625,0.8574956652339003,0.90625,200,nueva_4_capas
8-7-4-3,4,KNN,DeepONMF_H4,3,PROMEDIO_MACRO,161,761,39,39,0.922,0.805,0.95125,0.8236246118190158,0.878125,200,nueva_4_capas
8-7-4-3,4,KNN,DeepONMF_H4,4,PROMEDIO_MACRO,164,764,36,36,0.928,0.82,0.9549999999999998,0.8495856829195993,0.8875,200,nueva_4_capas
8-7-4-3,4,KNN,DeepONMF_H4,5,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.96625,0.8883699275233384,0.915625,200,nueva_4_capas
8-7-4-3,4,KNN,DeepONMF_W,1,PROMEDIO_MACRO,139,739,61,61,0.8779999999999999,0.6950000000000001,0.92375,0.7443915733511165,0.809375,200,nueva_4_capas
8-7-4-3,4,KNN,DeepONMF_W,2,PROMEDIO_MACRO,131,731,69,69,0.8620000000000001,0.655,0.91375,0.6798855236003616,0.784375,200,nueva_4_capas
8-7-4-3,4,KNN,DeepONMF_W,3,PROMEDIO_MACRO,142,742,58,58,0.884,0.71,0.9275,0.7440301398337112,0.81875,200,nueva_4_capas
8-7-4-3,4,KNN,DeepONMF_W,4,PROMEDIO_MACRO,135,735,65,65,0.8699999999999999,0.675,0.91875,0.6735715715715717,0.796875,200,nueva_4_capas
8-7-4-3,4,KNN,DeepONMF_W,5,PROMEDIO_MACRO,142,742,58,58,0.884,0.7100000000000001,0.9275,0.7511402831402832,0.81875,200,nueva_4_capas
8-7-4-3,4,SVM,DeepONMF_H4,1,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9241616535850824,0.95,200,nueva_4_capas
8-7-4-3,4,SVM,DeepONMF_H4,2,PROMEDIO_MACRO,174,774,26,26,0.9479999999999998,0.8699999999999999,0.9675,0.8714553775997229,0.91875,200,nueva_4_capas
8-7-4-3,4,SVM,DeepONMF_H4,3,PROMEDIO_MACRO,176,776,24,24,0.952,0.8800000000000001,0.97,0.8785185508384601,0.925,200,nueva_4_capas
8-7-4-3,4,SVM,DeepONMF_H4,4,PROMEDIO_MACRO,181,781,19,19,0.962,0.905,0.97625,0.905709250099494,0.940625,200,nueva_4_capas
8-7-4-3,4,SVM,DeepONMF_H4,5,PROMEDIO_MACRO,187,787,13,13,0.974,0.935,0.98375,0.93869918699187,0.959375,200,nueva_4_capas
8-7-4-3,4,SVM,DeepONMF_W,1,PROMEDIO_MACRO,153,753,47,47,0.906,0.7649999999999999,0.94125,0.7939784398607929,0.853125,200,nueva_4_capas
8-7-4-3,4,SVM,DeepONMF_W,2,PROMEDIO_MACRO,152,752,48,48,0.904,0.76,0.94,0.7659225842383737,0.85,200,nueva_4_capas
8-7-4-3,4,SVM,DeepONMF_W,3,PROMEDIO_MACRO,151,751,49,49,0.902,0.7550000000000001,0.93875,0.7713340855362132,0.846875,200,nueva_4_capas
8-7-4-3,4,SVM,DeepONMF_W,4,PROMEDIO_MACRO,146,746,54,54,0.892,0.7300000000000001,0.9325,0.7416741168211756,0.83125,200,nueva_4_capas
8-7-4-3,4,SVM,DeepONMF_W,5,PROMEDIO_MACRO,155,755,45,45,0.91,0.775,0.94375,0.7984199893673578,0.859375,200,nueva_4_capas
8-7-4-3,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9502005247640676,0.96875,200,nueva_4_capas
8-7-4-3,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9092915214866434,0.94375,200,nueva_4_capas
8-7-4-3,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.9204752970606628,0.95,200,nueva_4_capas
8-7-4-3,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.92,0.98,0.920952473355823,0.95,200,nueva_4_capas
8-7-4-3,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,190,790,10,10,0.98,0.95,0.9875,0.9506742872596532,0.96875,200,nueva_4_capas
8-7-4-3,4,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,169,769,31,31,0.938,0.845,0.96125,0.8522360446570973,0.903125,200,nueva_4_capas
8-7-4-3,4,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,176,776,24,24,0.952,0.8799999999999999,0.97,0.8835880249084622,0.925,200,nueva_4_capas
8-7-4-3,4,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.96625,0.8696838752071312,0.915625,200,nueva_4_capas
8-7-4-3,4,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,175,775,25,25,0.95,0.875,0.96875,0.8801641562511128,0.921875,200,nueva_4_capas
8-7-4-3,4,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,174,774,26,26,0.948,0.8700000000000001,0.9675,0.8822066015631144,0.91875,200,nueva_4_capas
8-7-5-2,4,KNN,DeepONMF_H4,1,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.96625,0.8790961638330058,0.915625,200,nueva_4_capas
8-7-5-2,4,KNN,DeepONMF_H4,2,PROMEDIO_MACRO,171,771,29,29,0.942,0.8549999999999999,0.96375,0.8629033951962002,0.909375,200,nueva_4_capas
8-7-5-2,4,KNN,DeepONMF_H4,3,PROMEDIO_MACRO,169,769,31,31,0.938,0.8450000000000001,0.96125,0.8525002492370914,0.903125,200,nueva_4_capas
8-7-5-2,4,KNN,DeepONMF_H4,4,PROMEDIO_MACRO,171,771,29,29,0.942,0.8550000000000001,0.96375,0.8683241213429893,0.909375,200,nueva_4_capas
8-7-5-2,4,KNN,DeepONMF_H4,5,PROMEDIO_MACRO,171,771,29,29,0.942,0.8549999999999999,0.96375,0.8760312681750977,0.909375,200,nueva_4_capas
8-7-5-2,4,KNN,DeepONMF_W,1,PROMEDIO_MACRO,138,738,62,62,0.876,0.69,0.9225,0.7550619699934769,0.80625,200,nueva_4_capas
8-7-5-2,4,KNN,DeepONMF_W,2,PROMEDIO_MACRO,136,736,64,64,0.8719999999999999,0.6799999999999999,0.92,0.7315342145776929,0.8,200,nueva_4_capas
8-7-5-2,4,KNN,DeepONMF_W,3,PROMEDIO_MACRO,141,741,59,59,0.882,0.7049999999999998,0.92625,0.7290554335012324,0.815625,200,nueva_4_capas
8-7-5-2,4,KNN,DeepONMF_W,4,PROMEDIO_MACRO,146,746,54,54,0.8920000000000001,0.73,0.9325,0.7566954559601619,0.83125,200,nueva_4_capas
8-7-5-2,4,KNN,DeepONMF_W,5,PROMEDIO_MACRO,143,743,57,57,0.8859999999999999,0.7150000000000001,0.92875,0.7642056263064666,0.821875,200,nueva_4_capas
8-7-5-2,4,SVM,DeepONMF_H4,1,PROMEDIO_MACRO,185,785,15,15,0.97,0.925,0.98125,0.9281988742964352,0.953125,200,nueva_4_capas
8-7-5-2,4,SVM,DeepONMF_H4,2,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8957123578176208,0.934375,200,nueva_4_capas
8-7-5-2,4,SVM,DeepONMF_H4,3,PROMEDIO_MACRO,179,779,21,21,0.958,0.8949999999999999,0.97375,0.8946825396825396,0.934375,200,nueva_4_capas
8-7-5-2,4,SVM,DeepONMF_H4,4,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.9212710595637426,0.95,200,nueva_4_capas
8-7-5-2,4,SVM,DeepONMF_H4,5,PROMEDIO_MACRO,184,784,16,16,0.968,0.9200000000000002,0.98,0.927877336981304,0.95,200,nueva_4_capas
8-7-5-2,4,SVM,DeepONMF_W,1,PROMEDIO_MACRO,158,758,42,42,0.916,0.79,0.9475,0.817760210803689,0.86875,200,nueva_4_capas
8-7-5-2,4,SVM,DeepONMF_W,2,PROMEDIO_MACRO,156,756,44,44,0.912,0.78,0.945,0.7937394151412618,0.8625,200,nueva_4_capas
8-7-5-2,4,SVM,DeepONMF_W,3,PROMEDIO_MACRO,147,747,53,53,0.8939999999999999,0.735,0.93375,0.7479362591268814,0.834375,200,nueva_4_capas
8-7-5-2,4,SVM,DeepONMF_W,4,PROMEDIO_MACRO,153,753,47,47,0.906,0.765,0.94125,0.7762366369262921,0.853125,200,nueva_4_capas
8-7-5-2,4,SVM,DeepONMF_W,5,PROMEDIO_MACRO,149,749,51,51,0.898,0.745,0.93625,0.7622555875996497,0.840625,200,nueva_4_capas
8-7-5-2,4,UjaNet,DeepONMF_H4,1,PROMEDIO_MACRO,188,788,12,12,0.976,0.94,0.985,0.9403987383485548,0.9625,200,nueva_4_capas
8-7-5-2,4,UjaNet,DeepONMF_H4,2,PROMEDIO_MACRO,182,782,18,18,0.964,0.91,0.9775,0.9137784082170322,0.94375,200,nueva_4_capas
8-7-5-2,4,UjaNet,DeepONMF_H4,3,PROMEDIO_MACRO,178,778,22,22,0.9559999999999998,0.8899999999999999,0.9725,0.90112685560054,0.93125,200,nueva_4_capas
8-7-5-2,4,UjaNet,DeepONMF_H4,4,PROMEDIO_MACRO,183,783,17,17,0.966,0.915,0.97875,0.9192564948444008,0.946875,200,nueva_4_capas
8-7-5-2,4,UjaNet,DeepONMF_H4,5,PROMEDIO_MACRO,189,789,11,11,0.978,0.945,0.98625,0.9458049203684634,0.965625,200,nueva_4_capas
8-7-5-2,4,UjaNet,DeepONMF_W,1,PROMEDIO_MACRO,173,773,27,27,0.946,0.865,0.96625,0.8652799368653026,0.915625,200,nueva_4_capas
8-7-5-2,4,UjaNet,DeepONMF_W,2,PROMEDIO_MACRO,169,769,31,31,0.938,0.8450000000000001,0.96125,0.8475208059248807,0.903125,200,nueva_4_capas
8-7-5-2,4,UjaNet,DeepONMF_W,3,PROMEDIO_MACRO,165,765,35,35,0.93,0.825,0.95625,0.8271728843577375,0.890625,200,nueva_4_capas
8-7-5-2,4,UjaNet,DeepONMF_W,4,PROMEDIO_MACRO,177,777,23,23,0.954,0.885,0.97125,0.8854628704628705,0.928125,200,nueva_4_capas
8-7-5-2,4,UjaNet,DeepONMF_W,5,PROMEDIO_MACRO,169,769,31,31,0.938,0.845,0.96125,0.8432376925400181,0.903125,200,nueva_4_capas
8-7-5-4,4,KNN,DeepONMF_H4,1,PROMEDIO_MACRO,170,770,30,30,0.94,0.85,0.9625,0.8589087062771273,0.90625,200,nueva_4_capas
8-7-5-4,4,KNN,DeepONMF_H4,2,PROMEDIO_MACRO,164,764,36,36,0.928,0.82,0.9549999999999998,0.8277366800339008,0.8875,200,nueva_4_capas
8-7-5-4,4,KNN,DeepONMF_H4,3,PROMEDIO_MACRO,157,757,43,43,0.914,0.7849999999999999,0.94625,0.7959519891408436,0.865625,200,nueva_4_capas
8-7-5-4,4,KNN,DeepONMF_H4,4,PROMEDIO_MACRO,162,762,38,38,0.9239999999999998,0.8099999999999999,0.9525,0.8355034957318969,0.88125,200,nueva_4_capas
8-7-5-4,4,KNN,DeepONMF_H4,5,PROMEDIO_MACRO,161,761,39,39,0.922,0.8049999999999999,0.95125,0.8446283783783783,0.878125,200,nueva_4_capas
8-7-5-4,4,KNN,DeepONMF_W,1,PROMEDIO_MACRO,121,721,79,79,0.842,0.605,0.90125,0.650083857442348,0.753125,200,nueva_4_capas
8-7-5-4,4,KNN,DeepONMF_W,2,PROMEDIO_MACRO,112,712,88,88,0.8240000000000001,0.56,0.89,0.581389946260636,0.725,200,nueva_4_capas
8-7-5-4,4,KNN,DeepONMF_W,3,PROMEDIO_MACRO,121,721,79,79,0.842,0.605,0.90125,0.61341571079276,0.7531249999999999,200,nueva_4_capas
